Sample_ID	Tree_genotype	Tree_provenance_pop	Tree_provenance_fam	Sampling_timepoint	Raw_reads	Filtered	Denoised	Merged	Non_chimeric	Non_mito_chlor	Non_syn_comm	No_unassigned	Final_reads_per_sample
AC1-7050-T1-ITS	7050	AC	AC1	T1	0	NA	NA	NA	NA	NA	NA	NA	NA
AC1-7230-T1-ITS	7230	AC	AC1	T1	351990	320006	319587	312932	310819	259411	259411	259404	259404
AC1-7329-T1-ITS	7329	AC	AC1	T1	282705	253593	253226	246206	244947	208315	208315	208315	208315
AC2-7049-T1-ITS	7049	AC	AC2	T1	240183	166189	166009	164559	163553	149499	149499	149499	149499
AC2-7291-T1-ITS	7291	AC	AC2	T1	333480	312297	311850	306419	304329	285483	285483	285480	285480
AC2-7464-T1-ITS	7464	AC	AC2	T1	263018	242519	242170	237154	236015	208699	208699	208685	208685
AC2-7474-T1-ITS	7474	AC	AC2	T1	192866	180724	180390	175603	174601	161889	161889	161889	161889
AC7-7032-T1-ITS	7032	AC	AC7	T1	204864	192509	192143	189410	186612	164396	164396	164381	164381
AC7-7439-T1-ITS	7439	AC	AC7	T1	195363	181861	181526	179719	178802	155454	155454	155447	155447
AC7-7592-T1-ITS	7592	AC	AC7	T1	479030	443892	443591	435471	431991	361099	361099	361099	361099
AC7-7611-T1-ITS	7611	AC	AC7	T1	647037	589285	588946	579466	573904	480641	480641	480609	480609
AC8-7174-T1-ITS	7174	AC	AC8	T1	113049	105310	104972	102993	102036	89090	89090	89080	89080
AC8-7184-T1-ITS	7184	AC	AC8	T1	147122	88116	87985	86858	86405	75369	75369	75369	75369
AC8-7453-T1-ITS	7453	AC	AC8	T1	182824	167126	166844	163658	162212	124228	124228	124221	124221
AC8-7541-T1-ITS	7541	AC	AC8	T1	322396	235686	235449	233857	232748	173061	173061	173061	173061
AC9-7099-T1-ITS	7099	AC	AC9	T1	326835	307093	306794	301611	299349	269666	269666	269666	269666
AC9-7142-T1-ITS	7142	AC	AC9	T1	227474	0	0	0	0	NA	NA	NA	NA
AC9-7346-T1-ITS	7346	AC	AC9	T1	226273	193140	192750	192442	191374	178240	178240	178211	178211
AC9-7660-T1-ITS	7660	AC	AC9	T1	257616	216165	215894	211622	210183	168717	168717	168717	168717
BB1-7232-T1-ITS	7232	BB	BB1	T1	339049	316342	315884	309844	307744	276055	276055	276023	276023
BB1-7238-T1-ITS	7238	BB	BB1	T1	617107	570755	570170	560942	555655	505521	505521	505486	505486
BB1-7504-T1-ITS	7504	BB	BB1	T1	190241	162349	162137	161805	160307	144936	144936	144936	144936
BB2-7039-T1-ITS	7039	BB	BB2	T1	803990	746379	745124	732744	725487	658346	658346	658322	658322
BB2-7055-T1-ITS	7055	BB	BB2	T1	198414	150296	150039	147751	146799	130462	130462	130459	130459
BB2-7542-T1-ITS	7542	BB	BB2	T1	220303	156839	156626	155671	155243	142128	142128	142128	142128
BB2-7590-T1-ITS	7590	BB	BB2	T1	195485	180782	180569	178495	177023	151561	151561	151561	151561
BB3-7126-T1-ITS	7126	BB	BB3	T1	174763	136902	136742	136586	136328	129861	129861	129861	129861
BB3-7657-T1-ITS	7657	BB	BB3	T1	172160	100414	100251	100047	99878	93771	93771	93771	93771
BB5-7171-T1-ITS	7171	BB	BB5	T1	313742	291016	290719	284340	282573	250409	250409	250409	250409
BB5-7326-T1-ITS	7326	BB	BB5	T1	267736	248339	247913	243938	242561	219615	219615	219613	219613
BB5-7412-T1-ITS	7412	BB	BB5	T1	231917	171639	171440	170103	168727	148594	148594	148594	148594
BB5-7600-T1-ITS	7600	BB	BB5	T1	243030	107856	107640	106888	106650	102166	102166	102164	102164
BB7-7181-T1-ITS	7181	BB	BB7	T1	350115	261432	261086	260416	259299	243804	243804	243791	243791
BB7-7224-T1-ITS	7224	BB	BB7	T1	234870	121484	121161	119579	118916	103872	103872	103872	103872
BB7-7227-T1-ITS	7227	BB	BB7	T1	359772	330954	330341	321290	318014	253208	253208	253198	253198
BB7-7268-T1-ITS	7268	BB	BB7	T1	455481	421943	421322	412845	407831	357802	357802	357733	357733
BE2-7069-T1-ITS	7069	BE	BE2	T1	510257	470953	470203	460554	457356	411782	411782	411769	411769
BE2-7141-T1-ITS	7141	BE	BE2	T1	719100	667941	667294	654574	645568	547405	547405	547405	547405
BE2-7500-T1-ITS	7500	BE	BE2	T1	241254	88894	88674	87755	87468	77986	77986	77972	77972
BE2-7510-T1-ITS	7510	BE	BE2	T1	328936	213036	212874	211037	210543	195150	195150	195150	195150
BE3-7156-T1-ITS	7156	BE	BE3	T1	167408	157163	156886	156428	155533	147211	147211	147192	147192
BE3-7237-T1-ITS	7237	BE	BE3	T1	431838	404020	403372	396599	393175	334073	334073	334073	334073
BE3-7245-T1-ITS	7245	BE	BE3	T1	163564	91569	91360	91121	90874	74711	74711	74711	74711
BE3-7514-T1-ITS	7514	BE	BE3	T1	296651	275111	274692	268759	267255	208313	208313	208313	208313
BE4-7003-T1-ITS	7003	BE	BE4	T1	185166	173768	173250	167932	167316	161321	161321	161321	161321
BE4-7267-T1-ITS	7267	BE	BE4	T1	537718	498464	497959	490734	485782	433869	433869	433869	433869
BE4-7607-T1-ITS	7607	BE	BE4	T1	173272	151862	151626	150250	149369	124626	124578	124538	124538
BE4-7663-T1-ITS	7663	BE	BE4	T1	216514	153475	153308	151212	150277	140951	140951	140947	140947
BE5-7132-T1-ITS	7132	BE	BE5	T1	132101	122496	122278	121898	120500	101700	101700	101700	101700
BE5-7146-T1-ITS	7146	BE	BE5	T1	226845	157043	156874	156031	155296	144657	144657	144645	144645
BE5-7334-T1-ITS	7334	BE	BE5	T1	247416	230240	229788	226661	225529	211075	211075	211069	211069
BE5-7509-T1-ITS	7509	BE	BE5	T1	204453	142158	141556	141269	140325	130104	130104	130104	130104
BE7-7019-T1-ITS	7019	BE	BE7	T1	302394	251162	250873	249757	247897	208665	208665	208665	208665
BE7-7378-T1-ITS	7378	BE	BE7	T1	229629	135587	135441	134990	134713	123447	123447	123435	123435
BE7-7455-T1-ITS	7455	BE	BE7	T1	266042	249171	248754	244417	242961	212571	212482	212482	212482
BE7-7585-T1-ITS	7585	BE	BE7	T1	649002	603741	603086	583383	577621	484724	484724	484700	484700
BW10-7357-T1-ITS	7357	BW	BW10	T1	249882	232102	231676	227240	225219	193425	193425	193425	193425
BW10-7396-T1-ITS	7396	BW	BW10	T1	352771	325510	325047	321160	319510	272767	272767	272761	272761
BW10-7534-T1-ITS	7534	BW	BW10	T1	167025	156535	156240	154182	152351	116054	116054	115996	115996
BW10-7633-T1-ITS	7633	BW	BW10	T1	150691	141068	140710	139800	139296	124049	124037	124003	124003
BW2-7025-T1-ITS	7025	BW	BW2	T1	140381	133256	132866	132341	131683	118191	118191	118186	118186
BW2-7261-T1-ITS	7261	BW	BW2	T1	266414	246149	245666	241893	240712	213473	213473	213473	213473
BW2-7362-T1-ITS	7362	BW	BW2	T1	53115	49408	49221	48291	48162	40126	40126	40126	40126
BW2-7628-T1-ITS	7628	BW	BW2	T1	231880	204824	204482	202573	202037	178293	178293	178293	178293
BW3-7101-T1-ITS	7101	BW	BW3	T1	156279	145034	144829	144545	143842	125042	125042	125026	125026
BW3-7429-T1-ITS	7429	BW	BW3	T1	218620	203255	202920	197786	195907	148912	148912	148912	148912
BW3-7594-T1-ITS	7594	BW	BW3	T1	331632	246508	246075	242449	240897	216452	216452	216430	216430
BW6-7035-T1-ITS	7035	BW	BW6	T1	164472	153576	153298	151741	150761	130416	130411	130411	130411
BW6-7173-T1-ITS	7173	BW	BW6	T1	241033	222693	222366	219523	218247	196620	196613	196606	196606
BW6-7284-T1-ITS	7284	BW	BW6	T1	344677	247742	247531	246978	246132	227276	227180	227144	227144
BW6-7567-T1-ITS	7567	BW	BW6	T1	183965	138253	138170	137214	136541	130466	130466	130466	130466
BW7-7366-T1-ITS	7366	BW	BW7	T1	90365	84415	84082	82712	82256	66300	66300	66300	66300
BW7-7506-T1-ITS	7506	BW	BW7	T1	63893	59639	59508	58719	58422	51451	51451	51451	51451
BW7-7581-T1-ITS	7581	BW	BW7	T1	263977	247522	246978	242746	241303	225246	225246	225246	225246
BW7-7593-T1-ITS	7593	BW	BW7	T1	254937	200844	200635	200049	199539	186413	186413	186410	186410
CG2-7072-T1-ITS	7072	CG	CG2	T1	260476	239840	239580	234811	232871	176281	176281	176281	176281
CG2-7148-T1-ITS	7148	CG	CG2	T1	277693	234435	234248	233164	232097	202178	202178	202170	202170
CG2-7160-T1-ITS	7160	CG	CG2	T1	158020	111127	110971	108460	107970	85175	85175	85161	85161
CG2-7208-T1-ITS	7208	CG	CG2	T1	290758	268788	268392	261503	259340	216361	216361	216354	216354
CG3-7376-T1-ITS	7376	CG	CG3	T1	143078	87062	86916	85889	85263	67068	67068	67065	67065
CG3-7382-T1-ITS	7382	CG	CG3	T1	93972	69363	69179	69028	68745	65048	65048	65048	65048
CG3-7651-T1-ITS	7651	CG	CG3	T1	394529	361263	360886	353662	351269	289198	289198	289165	289165
CG4-7097-T1-ITS	7097	CG	CG4	T1	337418	309676	309523	302468	298822	278254	278254	278254	278254
CG4-7218-T1-ITS	7218	CG	CG4	T1	223571	90859	90681	90372	90171	79293	79293	79293	79293
CG4-7406-T1-ITS	7406	CG	CG4	T1	265216	210610	210429	210012	209333	195372	195372	195364	195364
CG4-7425-T1-ITS	7425	CG	CG4	T1	303203	284533	283918	279914	277900	250200	250200	250192	250192
CG7-7197-T1-ITS	7197	CG	CG7	T1	172625	159950	159597	156453	154801	123445	123445	123422	123422
CG7-7434-T1-ITS	7434	CG	CG7	T1	140567	128844	128665	126999	126038	110522	109421	109421	109421
CG7-7574-T1-ITS	7574	CG	CG7	T1	101896	95469	95253	94904	94523	81940	81935	81925	81925
CG7-7655-T1-ITS	7655	CG	CG7	T1	169597	157169	156862	154479	153512	134475	134475	134475	134475
CG8-7084-T1-ITS	7084	CG	CG8	T1	196904	145521	145320	144763	144269	126146	126146	126121	126121
CG8-7522-T1-ITS	7522	CG	CG8	T1	276473	257240	256887	247797	246009	198049	198049	198049	198049
CG8-7544-T1-ITS	7544	CG	CG8	T1	203517	153347	152984	152342	151690	116504	116504	116450	116450
CR10-7348-T1-ITS	7348	CR	CR10	T1	352579	235394	235011	233758	232985	205338	205338	205331	205331
CR10-7431-T1-ITS	7431	CR	CR10	T1	484222	450945	450229	443625	440597	383604	383604	383504	383504
CR10-7497-T1-ITS	7497	CR	CR10	T1	312696	221163	220795	220163	219238	207197	207197	207185	207185
CR10-7549-T1-ITS	7549	CR	CR10	T1	341913	316375	315809	309743	307504	209204	209204	209204	209204
CR3-7338-T1-ITS	7338	CR	CR3	T1	231451	166581	166231	165616	165155	146241	146241	146230	146230
CR3-7445-T1-ITS	7445	CR	CR3	T1	397187	358705	358424	354890	352426	293364	293364	293310	293310
CR3-7619-T1-ITS	7619	CR	CR3	T1	349917	327196	326840	322451	321535	307992	307992	307954	307954
CR3-7642-T1-ITS	7642	CR	CR3	T1	358609	339131	338622	332796	330876	299369	299369	299369	299369
CR4-7135-T1-ITS	7135	CR	CR4	T1	172332	160569	160155	157262	156633	140403	140403	140401	140401
CR4-7143-T1-ITS	7143	CR	CR4	T1	125854	117327	117131	116732	116380	103010	102940	102940	102940
CR4-7211-T1-ITS	7211	CR	CR4	T1	250736	190023	189728	189133	188511	164724	164724	164721	164721
CR4-7671-T1-ITS	7671	CR	CR4	T1	301134	226193	226054	225392	225007	215247	215247	215247	215247
CR7-7154-T1-ITS	7154	CR	CR7	T1	227041	213865	213514	212970	211463	196518	196502	196497	196497
CR7-7183-T1-ITS	7183	CR	CR7	T1	194291	130743	130526	130296	129937	105993	105993	105987	105987
CR7-7648-T1-ITS	7648	CR	CR7	T1	491979	447335	446964	436422	433820	373088	373088	373088	373088
CR7-7652-T1-ITS	7652	CR	CR7	T1	287750	268376	267881	264503	263526	229581	229581	229581	229581
CR9-7298-T1-ITS	7298	CR	CR9	T1	314795	286857	286648	283085	281724	252471	252471	252384	252384
CR9-7320-T1-ITS	7320	CR	CR9	T1	180236	157987	157775	155362	154476	126201	126201	126179	126179
CR9-7389-T1-ITS	7389	CR	CR9	T1	166422	154887	154387	151455	150717	122788	122788	122788	122788
CR9-7469-T1-ITS	7469	CR	CR9	T1	328561	251750	251353	250072	249114	208857	208857	208838	208838
GC1-7085-T1-ITS	7085	GC	GC1	T1	283574	252565	252239	250394	249147	230745	230745	230745	230745
GC1-7128-T1-ITS	7128	GC	GC1	T1	186745	166212	166036	165716	165104	161102	161102	161102	161102
GC1-7294-T1-ITS	7294	GC	GC1	T1	133061	121527	121289	119099	118535	106003	106003	106003	106003
GC1-7368-T1-ITS	7368	GC	GC1	T1	556794	513724	513109	501093	496836	435347	435347	435333	435333
GC2-7078-T1-ITS	7078	GC	GC2	T1	353394	330022	329524	324201	321866	287439	287439	287401	287401
GC2-7136-T1-ITS	7136	GC	GC2	T1	315224	286700	286241	281583	277483	215015	214980	214973	214973
GC2-7276-T1-ITS	7276	GC	GC2	T1	221064	132651	132498	130380	129477	113429	113429	113429	113429
GC2-7507-T1-ITS	7507	GC	GC2	T1	232999	131810	131680	130757	129431	107296	107296	107296	107296
GC5-7089-T1-ITS	7089	GC	GC5	T1	224234	96075	95826	94662	93564	79686	79686	79686	79686
GC5-7178-T1-ITS	7178	GC	GC5	T1	273087	190465	190086	189495	188876	173620	173620	173596	173596
GC5-7457-T1-ITS	7457	GC	GC5	T1	708573	654562	653541	641657	636888	554013	554013	553604	553604
GC8-7367-T1-ITS	7367	GC	GC8	T1	107751	100463	100177	98516	98121	87987	87987	87987	87987
GC8-7377-T1-ITS	7377	GC	GC8	T1	294059	105453	105305	104878	104413	86329	86329	86329	86329
GC8-7501-T1-ITS	7501	GC	GC8	T1	409178	78672	78497	78177	78005	73930	73930	73930	73930
GC8-7582-T1-ITS	7582	GC	GC8	T1	280002	258914	258236	254017	252240	221462	221462	221460	221460
GC9-7100-T1-ITS	7100	GC	GC9	T1	320250	296633	296190	290514	288482	254643	254643	254639	254639
GC9-7275-T1-ITS	7275	GC	GC9	T1	357443	301206	300726	298179	297735	286528	286528	286507	286507
GC9-7537-T1-ITS	7537	GC	GC9	T1	262201	147551	147285	146687	146123	107582	107582	107580	107580
GC9-7589-T1-ITS	7589	GC	GC9	T1	172864	161293	161010	159971	159361	139535	139535	139535	139535
GE1-7087-T1-ITS	7087	GE	GE1	T1	206326	130511	130414	129300	126568	114639	114639	114592	114592
GE1-7112-T1-ITS	7112	GE	GE1	T1	4607806	4250096	4245506	4212745	4150217	3810791	3810772	3810598	NA
GE1-7638-T1-ITS	7638	GE	GE1	T1	211367	140148	139860	139128	136749	120699	120699	120699	120699
GE1-7647-T1-ITS	7647	GE	GE1	T1	247006	232506	231935	225792	223955	211292	211292	211287	211287
GE2-7383-T1-ITS	7383	GE	GE2	T1	284440	189203	188992	187948	187049	172269	172269	172265	172265
GE2-7483-T1-ITS	7483	GE	GE2	T1	233879	215360	214877	214296	213280	181899	181899	181896	181896
GE2-7530-T1-ITS	7530	GE	GE2	T1	285718	193826	193539	191727	190644	166327	166327	166327	166327
GE2-7555-T1-ITS	7555	GE	GE2	T1	638352	589633	589171	578812	574023	516488	516488	516476	516476
GE6-7040-T1-ITS	7040	GE	GE6	T1	448630	414849	414358	407453	403816	349429	349429	349427	349427
GE6-7186-T1-ITS	7186	GE	GE6	T1	179759	134658	134522	134116	133869	128342	128342	128342	128342
GE6-7205-T1-ITS	7205	GE	GE6	T1	477121	440861	440374	432047	428340	377138	377138	377087	377087
GE6-7213-T1-ITS	7213	GE	GE6	T1	174072	164078	163676	163286	162452	154819	154800	154753	154753
GE7-7423-T1-ITS	7423	GE	GE7	T1	380677	353487	352837	344312	340787	280054	280054	279992	279992
GE7-7427-T1-ITS	7427	GE	GE7	T1	170972	159302	158982	156384	154894	112589	112589	112589	112589
GE7-7575-T1-ITS	7575	GE	GE7	T1	215261	118752	118541	118259	118197	95960	95960	95953	95953
GE7-7658-T1-ITS	7658	GE	GE7	T1	338721	173307	173120	172280	171596	157588	157588	157588	157588
GE9-7002-T1-ITS	7002	GE	GE9	T1	86442	79719	79427	77865	77541	69710	69710	69706	69706
GE9-7053-T1-ITS	7053	GE	GE9	T1	266715	178380	178273	177999	177423	160999	160999	160977	160977
GE9-7272-T1-ITS	7272	GE	GE9	T1	177066	164510	164072	161730	160649	127261	127261	127261	127261
GE9-7480-T1-ITS	7480	GE	GE9	T1	177726	122958	121187	120946	120505	103485	103485	103481	103481
GT1-7236-T1-ITS	7236	GT	GT1	T1	125747	117553	117227	115383	114498	110327	110327	110327	110327
GT1-7384-T1-ITS	7384	GT	GT1	T1	226908	156445	156269	153527	152441	135205	135205	135147	135147
GT1-7407-T1-ITS	7407	GT	GT1	T1	313618	265402	265114	263299	261449	227543	227543	227507	227507
GT1-7482-T1-ITS	7482	GT	GT1	T1	250469	234500	233924	229722	226892	211175	211175	211175	211175
GT2-7200-T1-ITS	7200	GT	GT2	T1	154744	144287	143890	140364	139420	116805	116805	116805	116805
GT2-7210-T1-ITS	7210	GT	GT2	T1	318050	216043	215824	214988	213234	188489	188464	188457	188457
GT2-7297-T1-ITS	7297	GT	GT2	T1	359446	329784	329306	320723	318890	289158	289158	289158	289158
GT2-7573-T1-ITS	7573	GT	GT2	T1	414016	306269	305975	302983	301534	268102	268102	268100	268100
GT5-7107-T1-ITS	7107	GT	GT5	T1	155169	144647	144214	135820	134748	123665	123659	123648	123648
GT5-7253-T1-ITS	7253	GT	GT5	T1	0	NA	NA	NA	NA	NA	NA	NA	NA
GT5-7309-T1-ITS	7309	GT	GT5	T1	358091	321812	321286	320414	319115	282977	282977	282962	282962
GT5-7456-T1-ITS	7456	GT	GT5	T1	340809	312825	312309	306281	303436	256374	256374	256280	256280
GT6-7349-T1-ITS	7349	GT	GT6	T1	252676	237325	236824	234833	230614	201979	201967	201964	201964
GT6-7486-T1-ITS	7486	GT	GT6	T1	117431	108589	108368	106396	105788	94522	94522	94522	94522
GT6-7595-T1-ITS	7595	GT	GT6	T1	158362	84495	84349	83932	83737	74403	74403	74393	74393
GT6-7618-T1-ITS	7618	GT	GT6	T1	397169	369352	368925	360691	358874	328879	328879	328879	328879
GT8-7009-T1-ITS	7009	GT	GT8	T1	225727	210283	209882	206509	204907	157236	157236	157236	157236
GT8-7254-T1-ITS	7254	GT	GT8	T1	208113	105249	105135	104709	104339	90364	90364	90364	90364
GT8-7341-T1-ITS	7341	GT	GT8	T1	211027	154016	153760	152475	151896	136896	136896	136883	136883
GT8-7420-T1-ITS	7420	GT	GT8	T1	156956	146289	146034	145537	144502	127973	127973	127782	127782
RM1-7145-T1-ITS	7145	RM	RM1	T1	288033	202511	202086	199479	196873	181049	181049	181049	181049
RM1-7391-T1-ITS	7391	RM	RM1	T1	146352	136319	135988	133772	132430	108566	108566	108562	108562
RM1-7523-T1-ITS	7523	RM	RM1	T1	409097	378162	377535	370515	366927	358824	358824	358820	358820
RM1-7665-T1-ITS	7665	RM	RM1	T1	533792	364240	363788	361454	359770	335070	335070	335070	335070
RM10-7202-T1-ITS	7202	RM	RM10	T1	179630	167273	166749	163513	161019	140438	140438	140433	140433
RM10-7324-T1-ITS	7324	RM	RM10	T1	444147	412052	411245	400696	395794	343384	343384	343384	343384
RM10-7352-T1-ITS	7352	RM	RM10	T1	432277	390644	390221	383844	381387	326096	326096	326084	326084
RM10-7402-T1-ITS	7402	RM	RM10	T1	164992	156091	155800	155365	154782	146520	146520	146514	146514
RM3-7115-T1-ITS	7115	RM	RM3	T1	283869	172159	171978	171449	169839	154259	154259	154259	154259
RM3-7538-T1-ITS	7538	RM	RM3	T1	332569	208390	208173	207170	205557	182230	182230	182230	182230
RM3-7609-T1-ITS	7609	RM	RM3	T1	230774	213237	213067	209186	208387	177418	177418	177415	177415
RM3-7623-T1-ITS	7623	RM	RM3	T1	262407	242580	241925	237311	234229	206995	206995	206990	206990
RM4-7358-T1-ITS	7358	RM	RM4	T1	114058	106103	105738	103747	102977	81127	81127	81124	81124
RM4-7411-T1-ITS	7411	RM	RM4	T1	314583	255279	254966	252050	249373	228235	227953	227948	227948
RM4-7436-T1-ITS	7436	RM	RM4	T1	286373	190591	190471	189817	188717	167849	167849	167849	167849
RM4-7620-T1-ITS	7620	RM	RM4	T1	487853	445965	445598	436423	433913	365966	365966	365917	365917
RM6-7031-T1-ITS	7031	RM	RM6	T1	125492	115668	115463	115004	114101	103032	103032	103026	103026
RM6-7065-T1-ITS	7065	RM	RM6	T1	283039	264089	263597	256768	255053	228326	228326	228168	228168
RM6-7120-T1-ITS	7120	RM	RM6	T1	192305	163269	163058	162020	160919	133410	133410	133410	133410
RM6-7203-T1-ITS	7203	RM	RM6	T1	276707	256255	255924	250404	248571	232159	232159	232150	232150
AC1-7050-T2-ITS	7050	AC	AC1	T2	328627	281272	280771	278615	276110	234528	234528	234407	234407
AC1-7230-T2-ITS	7230	AC	AC1	T2	699881	589331	588777	582232	577808	491455	491455	491259	491259
AC1-7329-T2-ITS	7329	AC	AC1	T2	555140	502633	502115	483741	479368	423618	423618	423497	423497
AC2-7049-T2-ITS	7049	AC	AC2	T2	164528	139222	139050	138430	137620	119646	119646	119631	119631
AC2-7291-T2-ITS	7291	AC	AC2	T2	481284	417182	416422	414317	411109	373786	373786	373377	373377
